crm:P2_has_type,dcterms:subject,dcterms:identifier,schema:position,dcterms:type,schema:artMedium,schema:color,schema:depth,schema:itemCondition,schema:material,schema:status,schema:measurementMethod,schema:hasMeasurement,schema:observationDate,dcterms:abstract,crm:P106i_forms_part_of,dcterms:isReferencedBy,dcterms:source,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,dcterms:title,schema:artform,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,crm:P4_has_time-span,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by
Couche colorée,vêtement§mitre§évêque,1ac38b95-de5d-45c8-adc9-f3e88e1572a0_007§coupe1416,coupe1416c02§quart inférieur dextre,Couche picturale,,vert§vert-jaune,,,blanc de plomb§pigment noir,caractérisé,microsonde,,1974,,1ac38b95-de5d-45c8-adc9-f3e88e1572a0,"Jean-Paul Rioux, Rapport 696 (dossier EROS F2440), Paris 19/09/1974 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2440",9f8d19f3-0488-4051-9fe8-808b24f79692,RETIF - Philomène Renard (La fabrique matérielle du visuel),28/02/2006,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Intronisation de saint Flavien de Recanati,peinture§prédelle§élément,MI 452,Musée du Petit Palais Avignon,"43.949317,4.805528",1443§1443,,,Giacomo di Nicola da Recanati,,
Couche colorée,vêtement§mitre§évêque,1ac38b95-de5d-45c8-adc9-f3e88e1572a0_008§coupe1416,coupe1416c03§quart inférieur dextre,Couche picturale,,blanc§rosé,épais,,blanc de plomb§vermillon,caractérisé,,,1974,,1ac38b95-de5d-45c8-adc9-f3e88e1572a0,"Jean-Paul Rioux, Rapport 696 (dossier EROS F2440), Paris 19/09/1974 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2440",9f8d19f3-0488-4051-9fe8-808b24f79692,RETIF - Philomène Renard (La fabrique matérielle du visuel),28/02/2006,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Intronisation de saint Flavien de Recanati,peinture§prédelle§élément,MI 452,Musée du Petit Palais Avignon,"43.949317,4.805528",1443§1443,,,Giacomo di Nicola da Recanati,,
Couche colorée,vêtement§mitre§évêque,1ac38b95-de5d-45c8-adc9-f3e88e1572a0_009§coupe1416,coupe1416c04§quart inférieur dextre,Couche picturale,,blanc,,,blanc de plomb,caractérisé,microsonde§MFX,,1974,,1ac38b95-de5d-45c8-adc9-f3e88e1572a0,"Jean-Paul Rioux, Rapport 696 (dossier EROS F2440), Paris 19/09/1974 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2440",9f8d19f3-0488-4051-9fe8-808b24f79692,RETIF - Philomène Renard (La fabrique matérielle du visuel),28/02/2006,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Intronisation de saint Flavien de Recanati,peinture§prédelle§élément,MI 452,Musée du Petit Palais Avignon,"43.949317,4.805528",1443§1443,,,Giacomo di Nicola da Recanati,,
Couche non-peinte,vêtement§mitre§évêque,1ac38b95-de5d-45c8-adc9-f3e88e1572a0_010§coupe1416,coupe1416c04§quart inférieur dextre,Couche de vernis,,brun,,,,,,,1974,,1ac38b95-de5d-45c8-adc9-f3e88e1572a0,"Jean-Paul Rioux, Rapport 696 (dossier EROS F2440), Paris 19/09/1974 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2440",9f8d19f3-0488-4051-9fe8-808b24f79692,RETIF - Philomène Renard (La fabrique matérielle du visuel),28/02/2006,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Intronisation de saint Flavien de Recanati,peinture§prédelle§élément,MI 452,Musée du Petit Palais Avignon,"43.949317,4.805528",1443§1443,,,Giacomo di Nicola da Recanati,,
Couche colorée,vêtement§robe§évêque,1ac38b95-de5d-45c8-adc9-f3e88e1572a0_011§coupe1417,coupe1417c02§quart inférieur dextre,Couche picturale,,vert,,,,caractérisé,microsonde,,1974,Cristaux bleus dilués dans un milieu jaune,1ac38b95-de5d-45c8-adc9-f3e88e1572a0,"Jean-Paul Rioux, Rapport 696 (dossier EROS F2440), Paris 19/09/1974 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2440",9f8d19f3-0488-4051-9fe8-808b24f79692,RETIF - Philomène Renard (La fabrique matérielle du visuel),28/02/2006,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Intronisation de saint Flavien de Recanati,peinture§prédelle§élément,MI 452,Musée du Petit Palais Avignon,"43.949317,4.805528",1443§1443,,,Giacomo di Nicola da Recanati,,
Couche colorée,vêtement§robe§évêque,1ac38b95-de5d-45c8-adc9-f3e88e1572a0_012§coupe1417,coupe1417c03§quart inférieur dextre,Couche picturale,,bleu,,,,caractérisé,microsonde,,1974,,1ac38b95-de5d-45c8-adc9-f3e88e1572a0,"Jean-Paul Rioux, Rapport 696 (dossier EROS F2440), Paris 19/09/1974 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2440",9f8d19f3-0488-4051-9fe8-808b24f79692,RETIF - Philomène Renard (La fabrique matérielle du visuel),28/02/2006,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Intronisation de saint Flavien de Recanati,peinture§prédelle§élément,MI 452,Musée du Petit Palais Avignon,"43.949317,4.805528",1443§1443,,,Giacomo di Nicola da Recanati,,
Couche non-peinte,vêtement§robe§évêque,1ac38b95-de5d-45c8-adc9-f3e88e1572a0_013§coupe1417,coupe1417c04§quart inférieur dextre,Couche de vernis,,,,,,,,,1974,,1ac38b95-de5d-45c8-adc9-f3e88e1572a0,"Jean-Paul Rioux, Rapport 696 (dossier EROS F2440), Paris 19/09/1974 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2440",9f8d19f3-0488-4051-9fe8-808b24f79692,RETIF - Philomène Renard (La fabrique matérielle du visuel),28/02/2006,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Intronisation de saint Flavien de Recanati,peinture§prédelle§élément,MI 452,Musée du Petit Palais Avignon,"43.949317,4.805528",1443§1443,,,Giacomo di Nicola da Recanati,,
Support,,c4691cba-262c-4f45-8979-6e35d9752efd_001,,,peinture à tempera,,,,bois,,,,,,c4691cba-262c-4f45-8979-6e35d9752efd,,,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Support,,c4691cba-262c-4f45-8979-6e35d9752efd_002,ensemble du panneau,Panneau,,,,,peuplier,caractérisé,examen anatomique du bois,,1975,,c4691cba-262c-4f45-8979-6e35d9752efd,"Rapport 804a (dossier EROS F505), Paris 09/04/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",24f96244-8add-46e0-88c6-7986358af8a4,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche préparatoire,,"c4691cba-262c-4f45-8979-6e35d9752efd_003§coupe1723, coupe 1760, coupe1865, coupe1866",entre le supports et les couches colorées§ensemble du panneau,Préparation,,blanc,,,sulfate de calcium,supposé,,,1975,,c4691cba-262c-4f45-8979-6e35d9752efd,"Rapport 804b (dossier EROS F505), Paris 07/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",69e0c41e-1f37-4b29-b65b-8176360e480a,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche colorée,vêtement§aube§partie basse§prêtre,c4691cba-262c-4f45-8979-6e35d9752efd_004§coupe1723,coupe1723c02§partie inférieure centrale,Couche picturale,,gris§blanc,très mince,,blanc de plomb§oeuf§pigment noir,supposé§observé,MO§MO,,1975,,c4691cba-262c-4f45-8979-6e35d9752efd,"Rapport 804b (dossier EROS F505), Paris 07/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",69e0c41e-1f37-4b29-b65b-8176360e480a,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche colorée,vêtement§aube§partie basse§prêtre,c4691cba-262c-4f45-8979-6e35d9752efd_005§coupe1723,coupe1723c03§partie inférieure centrale,Couche picturale,,blanc,épais,,blanc de plomb§oeuf,supposé,MO,,1975,,c4691cba-262c-4f45-8979-6e35d9752efd,"Rapport 804b (dossier EROS F505), Paris 07/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",69e0c41e-1f37-4b29-b65b-8176360e480a,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche non-peinte,vêtement§aube§partie basse§prêtre,c4691cba-262c-4f45-8979-6e35d9752efd_006§coupe1723,coupe1723c04§partie inférieure centrale,Couche de vernis,système pictural multicouche,blanc,,,indéterminé,observé,MO,,1975,"Premier vernis gras, second vernis maigre. Quelques grains de pigments noirs et rouges",c4691cba-262c-4f45-8979-6e35d9752efd,"Rapport 804b (dossier EROS F505), Paris 07/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",69e0c41e-1f37-4b29-b65b-8176360e480a,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche colorée,vêtement§robe§fidèle à genou,c4691cba-262c-4f45-8979-6e35d9752efd_007§coupe1760,coupe1760c02§quart inférieur dextre,Sous-couche,,sombre§bleu,mince,,indéterminé,observé,MO,,1975,,c4691cba-262c-4f45-8979-6e35d9752efd,"Rapport 804b (dossier EROS F505), Paris 07/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",69e0c41e-1f37-4b29-b65b-8176360e480a,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche colorée,vêtement§robe§fidèle à genou,c4691cba-262c-4f45-8979-6e35d9752efd_008§coupe1760,coupe1760c03§quart inférieur dextre,Couche picturale,,bleu,,,azurite§ocre,supposé,MO,,1975,Cristaux d'azurite à broyage irrégulier et quelques grains orangés d'ocre ,c4691cba-262c-4f45-8979-6e35d9752efd,"Rapport 804b (dossier EROS F505), Paris 07/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",69e0c41e-1f37-4b29-b65b-8176360e480a,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche colorée,décor§fond,c4691cba-262c-4f45-8979-6e35d9752efd_009§coupe1865,coupe1865c02§partie supérieure centrale,Couche picturale,,jaune§rouge,épais,,indéterminé,observé,MO,,1976,couche d'origine ,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche non-peinte,décor§fond,c4691cba-262c-4f45-8979-6e35d9752efd_010§coupe1865,coupe1865c03§partie supérieure centrale,Couche d'adhésif,,rouge,épais,,,supposé,MO,,1976,Cire de refixage,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche colorée,décor§fond,c4691cba-262c-4f45-8979-6e35d9752efd_011§coupe1865,coupe1865c04§partie supérieure centrale,Repeint,,rouge,,,pigment rouge,supposé§observé,MO§MO,,1976,,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche préparatoire§Décor,décor§fond,c4691cba-262c-4f45-8979-6e35d9752efd_012§coupe1865,coupe1865c05§partie supérieure centrale,Assiette,dorure à l'eau,rouge,,,indéterminé,observé,MO,,1976,,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Décor,décor§fond,c4691cba-262c-4f45-8979-6e35d9752efd_013§coupe1865,coupe1865c06§partie supérieure centrale,Feuille métallique,dorure à l'eau §feuille d'or,doré§rouge,,,or,observé,MO,,1976,Or de restauration,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche colorée,décor§fond,c4691cba-262c-4f45-8979-6e35d9752efd_014§coupe1865,coupe1865c07§partie supérieure centrale,Repeint,,rouge,fine,,ocre rouge,supposé,MO,,1976,,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche préparatoire,décor§fond,c4691cba-262c-4f45-8979-6e35d9752efd_015§coupe1865,coupe1865c08§partie supérieure centrale,Couche de vernis,,rouge,,,indéterminé,observé,MO,,1976,Vernis à l'huile ,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche préparatoire§Décor,vêtement§robe§saint limite senestre de la prédelle au,c4691cba-262c-4f45-8979-6e35d9752efd_016§coupe1866,coupe1866c02§centre,Assiette,dorure à l'eau,orange§rouge,,,indéterminé,observé,MO,,1976,,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Décor,vêtement§robe§saint limite senestre de la prédelle au,c4691cba-262c-4f45-8979-6e35d9752efd_017§coupe1866,coupe1866c03§centre,Feuille métallique,dorure à l'eau §feuille d'or,doré§rouge,mince,,or,observé,MO,,1976,,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche colorée,vêtement§robe§saint limite senestre de la prédelle au,c4691cba-262c-4f45-8979-6e35d9752efd_018§coupe1866,coupe1866c04§centre,Couche picturale,superposition peinture,rose§rouge,,,blanc de plomb,supposé,MO,,1976,,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Couche colorée,vêtement§robe§saint limite senestre de la prédelle au,c4691cba-262c-4f45-8979-6e35d9752efd_019§coupe1866,coupe1866c05§centre,Couche picturale,superposition peinture§couche de laque sur la sous-couche rose,rouge,,usée,,supposé,MO,,1976,Matières de restauration de mauvaise qualité au-dessus,c4691cba-262c-4f45-8979-6e35d9752efd,"Jean-Paul Rioux, Rapport 804c (dossier EROS F505), Paris 23/01/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F505",a5d329b6-5959-48a3-be9d-eca591379402,RETIF - Philomène Renard (La fabrique matérielle du visuel),11/01/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),La Manne du tombeau de saint André,peinture§prédelle§élément,Cl. 832 a,Musée du Petit Palais Avignon,"43.949317,4.805528",1485§1495,,,"Braccesco, Carlo",,
Support,,f82fb7f2-6519-4efa-a803-02645469249b_001,,,peinture à tempera,,,,peuplier,,,,,,f82fb7f2-6519-4efa-a803-02645469249b,,,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Support,,f82fb7f2-6519-4efa-a803-02645469249b_002,ensemble du panneau,Panneau,,,,,peuplier,caractérisé,examen anatomique,,1968,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859a (dossier EROS F2484), Paris 04/12/1968 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",10312bc1-fab5-4b50-b74f-abfec5ec4638,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Couche préparatoire,,f82fb7f2-6519-4efa-a803-02645469249b_003,entre le support et les couches colorées§ensemble du panneau,Préparation,,blanc,,,sulfate de calcium,caractérisé,microsonde,,1976,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859b bis (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484§Rapport 859b (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",0f1ec273-b122-4e7b-bae6-9939a7b92bbf§50399c80-9dd9-4876-a3e5-233d6d9db445,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Décor,décor§fond§ciel,f82fb7f2-6519-4efa-a803-02645469249b_004§coupe338,coupe338c02§lisière supérieure,Feuille métallique,,doré§bleu,,,or,caractérisé,microsonde,,1976,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859b bis (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",0f1ec273-b122-4e7b-bae6-9939a7b92bbf,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
